"","trainpred.rf","trainpred.gbm","trainpred.el1","trainpred.el2"
"2935","A","A","D","A"
"2936","A","A","D","D"
"2937","A","A","A","A"
"2938","A","A","A","A"
"2939","A","A","D","D"
"2940","A","A","A","A"
"2941","A","A","D","D"
"2942","A","A","D","D"
"2943","A","A","A","A"
"2944","A","A","D","D"
"2945","A","A","B","B"
"2946","A","A","A","A"
"2947","A","A","A","A"
"2948","A","A","A","A"
"2949","A","A","A","A"
"2950","A","A","A","A"
"2951","A","A","A","A"
"2952","A","A","A","A"
"2953","A","A","A","A"
"2954","A","A","B","B"
"2955","A","A","A","A"
"2956","A","A","A","A"
"2957","A","A","A","B"
"2958","A","A","A","A"
"2959","A","A","A","A"
"2960","A","A","A","A"
"2961","A","A","A","A"
"2962","A","A","A","A"
"2963","A","A","A","A"
"2964","A","A","A","A"
"2965","A","A","A","A"
"2966","A","A","A","A"
"2967","A","A","A","A"
"2968","A","A","A","A"
"2969","A","A","D","E"
"2970","A","A","A","A"
"2971","A","A","D","D"
"2972","A","A","D","D"
"2973","A","A","D","D"
"2974","A","A","D","A"
"2975","A","A","D","D"
"2976","A","A","D","A"
"2977","A","A","D","A"
"2978","A","A","D","A"
"2979","A","A","A","A"
"2980","A","A","A","A"
"2981","A","A","B","A"
"2982","A","A","A","A"
"2983","A","A","A","A"
"2984","A","A","A","A"
"2985","A","A","A","A"
"2986","A","A","A","A"
"2987","A","A","A","A"
"2988","A","A","A","A"
"2989","A","A","A","A"
"2990","A","A","A","A"
"2991","A","A","A","A"
"2992","A","A","A","A"
"2993","A","A","A","A"
"2994","A","A","A","B"
"2995","A","A","A","A"
"2996","A","A","A","B"
"2997","A","A","A","B"
"2998","A","A","A","B"
"2999","A","A","B","B"
"3000","A","A","B","B"
"3001","A","A","B","B"
"3002","A","A","A","A"
"3003","A","E","A","A"
"3004","A","A","A","A"
"3005","A","A","A","A"
"3006","A","A","D","A"
"3007","A","A","D","D"
"3008","A","A","D","D"
"3009","A","A","D","A"
"3010","A","A","D","A"
"3011","A","A","D","A"
"3012","A","A","A","A"
"3013","A","A","A","A"
"3014","A","A","A","A"
"3015","A","A","A","A"
"3016","A","A","A","A"
"3017","A","A","A","A"
"3018","A","A","A","A"
"3019","A","A","A","A"
"3020","A","A","A","A"
"3021","A","A","A","A"
"3022","A","A","A","A"
"3023","A","A","A","A"
"3024","A","A","A","A"
"3025","A","A","A","A"
"3026","A","A","A","A"
"3027","A","A","A","A"
"3028","A","A","A","A"
"3029","A","A","A","A"
"3030","A","A","A","A"
"3031","A","A","B","B"
"3032","A","A","A","A"
"3033","A","A","A","A"
"3034","A","A","A","A"
"3035","A","A","A","B"
"3036","A","A","A","B"
"3037","A","A","A","A"
"3038","A","A","B","B"
"3039","A","A","A","A"
"3040","A","A","A","B"
"3041","A","A","A","A"
"3042","A","A","A","A"
"3043","A","A","A","B"
"3044","A","A","B","B"
"3045","A","A","B","B"
"3046","A","A","B","B"
"3047","A","A","A","A"
"3048","A","A","B","B"
"3049","A","A","D","A"
"3050","A","A","D","D"
"3051","A","A","D","B"
"3052","A","A","D","D"
"3053","A","A","D","A"
"3054","A","A","A","A"
"3055","A","A","A","A"
"3056","A","A","A","A"
"3057","A","A","A","A"
"3058","A","A","A","A"
"3059","A","A","A","A"
"3060","A","A","A","A"
"3061","A","A","A","A"
"3062","A","A","A","A"
"3063","A","A","A","A"
"3064","A","A","A","A"
"3065","A","A","A","A"
"3066","A","A","A","A"
"3067","A","A","A","A"
"3068","A","A","A","A"
"3069","A","A","A","A"
"3070","A","A","A","A"
"3071","A","A","A","A"
"3072","A","A","A","B"
"3073","A","A","A","A"
"3074","A","A","A","A"
"3075","A","A","A","A"
"3076","A","A","D","E"
"3077","A","A","D","A"
"3078","A","A","D","D"
"3079","A","A","D","D"
"3080","A","A","D","D"
"3081","A","A","D","D"
"3082","A","A","D","D"
"3083","A","A","D","D"
"3084","A","A","D","D"
"3085","A","D","D","A"
"3086","A","A","D","D"
"3087","A","A","D","D"
"3088","A","A","A","A"
"3089","A","A","A","A"
"3090","A","A","A","A"
"3091","A","A","A","A"
"3092","A","A","A","A"
"3093","A","A","A","A"
"3094","A","A","A","A"
"3095","A","A","A","A"
"3096","A","A","A","A"
"3097","A","A","A","A"
"3098","A","A","A","A"
"3099","A","A","A","A"
"3100","A","A","A","A"
"3101","A","A","A","A"
"3102","A","A","A","A"
"3103","A","A","A","A"
"3104","A","A","A","A"
"3105","A","A","A","A"
"3106","A","A","A","B"
"3107","A","A","A","B"
"3108","A","A","A","A"
"3109","A","A","A","A"
"3110","A","A","A","A"
"3111","A","A","A","A"
"3112","A","A","A","A"
"3113","A","A","A","A"
"3114","A","A","A","A"
"3115","A","A","A","A"
"3116","A","A","A","A"
"3117","A","B","A","A"
"3118","A","A","A","A"
"3119","A","A","A","A"
"3120","A","A","D","A"
"3121","A","A","A","A"
"3122","A","A","A","A"
"3123","A","A","D","A"
"3124","A","A","B","B"
"3125","A","A","B","B"
"3126","A","A","D","A"
"3127","A","A","A","A"
"3128","A","A","A","A"
"3129","A","A","A","A"
"3130","A","A","A","A"
"3131","A","A","A","A"
"3132","A","A","A","A"
"3133","A","A","A","A"
"3134","A","A","A","A"
"3135","A","A","A","A"
"3136","A","A","A","A"
"3137","A","A","A","A"
"3138","A","B","A","A"
"3139","A","B","A","A"
"3140","A","B","A","A"
"3141","A","B","A","A"
"3142","A","A","A","A"
"3143","A","A","A","A"
"3144","A","A","A","A"
"3145","A","B","A","A"
"3146","A","B","A","A"
"3147","A","A","A","A"
"3148","A","A","A","A"
"3149","A","A","A","A"
"3150","A","A","A","A"
"3151","A","A","A","A"
"3152","A","A","B","B"
"3153","A","A","B","B"
"3154","A","A","A","A"
"3155","A","A","D","B"
"3156","A","D","B","B"
"3157","A","A","D","A"
"3158","A","C","A","A"
"3159","A","A","A","A"
"3160","A","A","A","A"
"3161","A","D","A","A"
"3162","A","A","A","A"
"3163","A","A","A","A"
"3164","A","A","A","A"
"3165","A","A","A","A"
"3166","A","A","A","A"
"3167","A","A","A","A"
"3168","A","A","A","A"
"3169","A","A","A","A"
"3170","A","A","A","A"
"3171","A","A","A","A"
"3172","A","A","A","A"
"3173","A","A","A","A"
"3174","A","A","A","A"
"3175","A","A","A","A"
"3176","A","A","A","A"
"3177","A","A","A","A"
"3178","A","A","A","A"
"3179","A","A","A","A"
"3180","A","A","A","A"
"3181","A","A","A","A"
"3182","A","A","A","A"
"3183","A","A","A","A"
"3184","A","A","A","A"
"3185","A","A","A","A"
"3186","A","A","A","A"
"3187","A","A","A","A"
"3188","A","A","A","A"
"3189","A","A","A","A"
"3190","A","A","A","A"
"3191","A","A","A","A"
"3192","A","A","A","A"
"3193","A","A","A","A"
"3194","A","A","A","A"
"3195","A","A","A","A"
"3196","A","A","A","A"
"3197","A","A","A","A"
"3198","A","A","A","A"
"3199","A","A","A","A"
"3200","A","A","A","A"
"3201","A","A","A","A"
"3202","A","A","A","A"
"3203","A","A","A","A"
"3204","A","A","A","A"
"3205","A","A","A","A"
"3206","A","A","A","A"
"3207","A","A","A","A"
"3208","A","A","A","A"
"3209","A","A","A","A"
"3210","A","A","A","A"
"3211","A","A","A","A"
"3212","A","A","A","A"
"3213","A","A","A","A"
"3214","A","A","A","A"
"3215","A","A","A","A"
"3216","A","A","A","A"
"3217","A","A","A","A"
"3218","A","A","A","A"
"3219","A","A","A","A"
"3220","A","A","A","A"
"3221","A","A","A","A"
"3222","A","A","A","A"
"3223","A","A","A","A"
"3224","A","A","A","A"
"3225","A","A","A","A"
"3226","A","A","A","A"
"3227","A","A","A","A"
"3228","A","A","A","A"
"3229","A","A","A","A"
"3230","A","A","A","A"
"3231","A","A","A","A"
"3232","A","A","A","A"
"3233","A","A","A","A"
"3234","A","A","A","A"
"3235","A","A","A","A"
"3236","A","A","A","A"
"3237","A","A","A","A"
"3238","A","A","A","A"
"3239","A","A","A","A"
"3240","A","A","A","A"
"3241","A","A","A","A"
"3242","A","A","A","A"
"3243","A","A","A","A"
"3244","A","A","A","A"
"3245","A","A","A","A"
"3246","A","A","A","A"
"3247","A","A","C","C"
"3248","A","A","A","A"
"3249","A","A","A","A"
"3250","A","A","A","A"
"3251","A","A","A","A"
"3252","A","A","A","A"
"3253","A","A","A","A"
"3254","A","A","A","A"
"3255","A","A","A","A"
"3256","A","A","A","A"
"3257","A","A","A","A"
"3258","A","A","A","A"
"3259","A","A","A","A"
"3260","A","A","A","A"
"3261","A","A","A","A"
"3262","A","A","A","A"
"3263","A","A","B","B"
"3264","A","A","A","A"
"3265","A","A","A","A"
"3266","A","A","A","A"
"3267","A","A","A","A"
"3268","A","A","A","A"
"3269","A","A","A","A"
"3270","A","A","A","A"
"3271","A","A","A","A"
"3272","A","A","A","A"
"3273","A","A","A","A"
"3274","A","A","A","A"
"3275","A","A","A","A"
"3276","A","A","A","A"
"3277","A","A","D","D"
"3278","A","A","A","A"
"3279","A","A","A","A"
"3280","A","A","A","A"
"3281","A","A","A","A"
"3282","A","A","A","A"
"3283","A","A","A","A"
"3284","A","A","A","A"
"3285","A","A","A","A"
"3286","A","A","A","A"
"3287","A","A","A","A"
"3288","A","A","A","A"
"3289","A","A","A","A"
"3290","A","A","A","A"
"3291","A","A","A","A"
"3292","A","A","A","A"
"3293","A","A","A","A"
"3294","A","A","A","A"
"3295","A","A","A","A"
"3296","A","A","A","A"
"3297","A","A","C","C"
"3298","A","A","A","A"
"3299","A","A","A","A"
"3300","A","A","A","A"
"3301","A","A","A","A"
"3302","A","A","C","C"
"3303","A","A","C","A"
"3304","A","A","A","A"
"3305","A","A","A","A"
"3306","A","A","A","A"
"3307","A","A","A","A"
"3308","A","A","A","A"
"3309","A","A","A","A"
"3310","A","A","A","A"
"3311","A","A","A","A"
"3312","A","A","A","A"
"3313","A","A","A","A"
"3314","A","A","A","A"
"3315","A","A","A","A"
"3316","A","A","A","A"
"3317","A","A","A","A"
"3318","A","A","A","A"
"3319","A","A","A","A"
"3320","A","A","A","A"
"3321","A","A","A","A"
"3322","A","A","A","A"
"3323","A","A","A","A"
"3324","A","A","A","A"
"3325","A","A","A","A"
"3326","A","A","A","A"
"3327","A","A","A","A"
"3328","A","A","A","A"
"3329","A","A","A","A"
"3330","A","A","A","A"
"3331","A","A","A","A"
"3332","A","A","A","A"
"3333","A","A","A","A"
"3334","A","A","A","A"
"3335","A","A","A","A"
"3336","A","A","A","A"
"3337","A","A","A","A"
"3338","A","A","A","A"
"3339","A","A","A","A"
"3340","A","A","A","A"
"3341","A","A","A","A"
"3342","A","A","A","A"
"3343","A","A","A","A"
"3344","A","A","A","A"
"3345","A","A","A","A"
"3346","A","A","A","A"
"3347","A","A","A","A"
"3348","A","A","A","A"
"3349","A","A","A","A"
"3350","A","A","A","A"
"3351","A","A","A","A"
"3352","A","A","A","A"
"3353","A","A","A","A"
"3354","A","A","A","A"
"3355","A","A","A","A"
"3356","A","A","A","A"
"3357","A","A","A","A"
"3358","A","A","A","A"
"3359","A","A","A","A"
"3360","A","A","A","A"
"3361","A","A","A","A"
"3362","A","A","A","A"
"3363","A","A","A","A"
"3364","A","A","A","A"
"3365","A","A","A","A"
"3366","A","A","A","A"
"3367","A","A","A","A"
"3368","A","A","A","A"
"3369","A","A","A","A"
"3370","A","A","A","A"
"3371","A","A","A","A"
"3372","A","A","A","A"
"3373","A","A","A","A"
"3374","A","A","A","A"
"3375","A","A","A","A"
"3376","A","A","A","A"
"3377","A","A","A","A"
"3378","A","A","A","A"
"3379","A","A","A","A"
"3380","A","A","A","A"
"3381","A","A","A","A"
"3382","A","A","A","A"
"3383","A","A","A","A"
"3384","A","A","A","A"
"3385","A","A","A","A"
"3386","A","A","A","A"
"3387","A","A","A","A"
"3388","A","A","A","A"
"3389","A","A","A","A"
"3390","A","A","A","A"
"3391","A","A","A","A"
"3392","A","A","A","A"
"3393","A","A","A","A"
"3394","A","A","A","A"
"3395","A","A","A","A"
"3396","A","A","A","A"
"3397","A","A","A","A"
"3398","A","A","A","A"
"3399","A","A","A","A"
"3400","A","A","A","A"
"3401","A","A","A","A"
"3402","A","A","A","A"
"3403","A","A","A","A"
"3404","A","A","A","A"
"3405","A","A","A","A"
"3406","A","A","A","A"
"3407","A","A","A","A"
"3408","A","A","A","A"
"3409","A","A","A","A"
"3410","A","A","A","A"
"3411","A","A","A","A"
"3412","A","A","A","A"
"3413","A","A","A","A"
"3414","A","A","A","A"
"3415","A","A","A","A"
"3416","A","A","A","A"
"3417","A","A","A","A"
"3418","A","A","A","A"
"3419","A","A","A","A"
"3420","A","A","A","A"
"3421","A","A","A","A"
"3422","A","A","A","A"
"3423","A","A","A","A"
"3424","A","A","A","A"
"3425","A","A","A","A"
"3426","A","A","A","A"
"3427","A","A","A","A"
"3428","A","A","A","A"
"3429","A","A","A","A"
"3430","A","A","A","A"
"3431","A","A","A","A"
"3432","A","A","A","A"
"3433","A","A","A","A"
"3434","A","A","A","A"
"3435","A","A","A","A"
"3436","A","A","A","A"
"3437","A","A","A","A"
"3438","A","A","A","A"
"3439","A","A","A","A"
"3440","A","A","A","A"
"3441","A","A","A","A"
"3442","A","A","A","A"
"3443","A","A","A","A"
"3444","A","A","A","A"
"3445","A","A","A","A"
"3446","A","A","A","A"
"3447","A","A","A","A"
"3448","A","A","A","A"
"3449","A","A","A","A"
"3450","A","A","A","A"
"3451","A","A","A","A"
"3452","A","A","A","A"
"3453","A","A","A","A"
"3454","A","A","A","A"
"3455","A","A","A","A"
"3456","A","A","A","A"
"3457","A","A","A","A"
"3458","A","A","A","A"
"3459","A","A","A","A"
"3460","A","A","A","A"
"3461","A","A","A","A"
"3462","A","A","A","A"
"3463","A","A","A","A"
"3464","A","A","A","A"
"3465","A","A","A","A"
"3466","A","A","A","A"
"3467","A","A","A","A"
"3468","A","A","A","A"
"3469","A","A","A","A"
"3470","A","A","A","A"
"3471","A","A","A","A"
"3472","A","A","A","A"
"3473","A","A","A","A"
"3474","A","A","A","A"
"3475","A","A","A","A"
"3476","A","A","A","A"
"3477","A","A","A","A"
"3478","A","A","A","A"
"3479","A","A","A","A"
"3480","A","A","A","A"
"3481","A","A","A","A"
"3482","A","A","A","A"
"3483","A","A","A","A"
"3484","A","A","A","A"
"3485","A","A","A","A"
"3486","A","A","A","A"
"3487","A","A","A","A"
"3488","A","A","A","A"
"3489","A","A","A","A"
"3490","A","A","A","A"
"3491","A","A","A","A"
"3492","A","A","A","A"
"3493","A","A","A","A"
"3494","A","A","A","A"
"3495","A","A","A","A"
"3496","A","A","A","A"
"3497","A","A","A","A"
"3498","A","A","A","A"
"3499","A","A","A","A"
"3500","A","A","A","A"
"3501","A","A","A","A"
"3502","A","A","A","A"
"3503","A","A","A","A"
"3504","A","A","A","A"
"3505","A","A","A","A"
"3506","A","A","A","A"
"3507","A","A","A","A"
"3508","A","A","A","A"
"3509","A","A","A","A"
"3510","A","A","A","A"
"3511","A","A","A","A"
"3512","A","A","A","A"
"3513","A","A","A","A"
"3514","A","A","A","A"
"3515","A","A","A","A"
"3516","A","A","A","A"
"3517","A","A","A","A"
"3518","A","A","A","A"
"3519","A","A","A","A"
"3520","A","A","A","A"
"3521","A","A","A","A"
"3522","A","A","A","A"
"3523","A","A","A","A"
"3524","A","A","A","A"
"3525","A","A","A","A"
"3526","A","A","A","C"
"3527","A","A","A","A"
"3528","A","A","A","A"
"3529","A","A","A","A"
"3530","A","A","A","A"
"3531","A","A","A","A"
"3532","A","A","A","A"
"3533","A","A","A","A"
"3534","A","A","A","A"
"3535","A","A","A","A"
"3536","A","A","A","A"
"3537","A","A","A","A"
"3538","A","A","A","A"
"3539","A","A","A","A"
"3540","A","A","A","A"
"3541","A","A","A","A"
"3542","A","A","A","A"
"3543","A","A","A","A"
"3544","A","A","A","A"
"3545","A","A","A","A"
"3546","A","A","A","A"
"3547","A","A","A","A"
"3548","A","A","A","A"
"3549","A","A","A","A"
"3550","A","A","A","A"
"3551","A","A","A","A"
"3552","A","A","A","A"
"3553","A","A","A","A"
"3554","A","A","A","A"
"3555","A","A","A","A"
"3556","A","A","A","A"
"3557","A","A","A","A"
"3558","A","A","A","A"
"3559","A","A","A","A"
"3560","A","A","A","A"
"3561","A","A","A","A"
"3562","A","A","A","A"
"3563","A","A","A","A"
"3564","A","A","A","A"
"3565","A","A","A","A"
"3566","A","A","A","A"
"3567","A","A","A","A"
"3568","A","A","A","A"
"3569","A","A","A","A"
"3570","A","A","A","A"
"3571","A","A","A","A"
"3572","A","A","A","A"
"3573","A","A","A","A"
"3574","A","A","A","A"
"3575","A","A","A","A"
"3576","A","A","A","A"
"3577","A","A","A","A"
"3578","A","A","A","A"
"3579","A","A","A","A"
"3580","A","A","A","A"
"3581","A","A","A","A"
"3582","A","A","A","A"
"3583","A","A","A","A"
"3584","A","A","A","A"
"3585","A","A","A","A"
"3586","A","A","A","A"
"3587","A","A","A","A"
"3588","A","A","A","A"
"3589","A","A","A","A"
"3590","A","A","A","A"
"3591","A","A","A","A"
"3592","A","A","A","A"
"3593","A","A","A","A"
"3594","A","A","A","D"
"3595","A","A","A","E"
"3596","A","A","A","A"
"3597","A","A","A","A"
"3598","A","A","A","A"
"3599","A","A","A","A"
"3600","A","A","A","A"
"3601","A","A","A","A"
"3602","A","A","A","A"
"3603","A","A","A","A"
"3604","A","A","A","A"
"3605","A","A","A","A"
"3606","A","A","A","A"
"3607","A","A","A","A"
"3608","A","A","A","A"
"3609","A","A","A","A"
"3610","A","A","A","A"
"3611","A","A","A","A"
"3612","A","A","A","A"
"3613","A","A","A","A"
"3614","A","A","A","A"
"3615","A","A","A","A"
"3616","A","A","A","A"
"3617","A","A","A","A"
"3618","A","A","A","A"
"3619","A","A","A","A"
"3620","A","A","A","A"
"3621","A","A","A","A"
"3622","A","A","A","A"
"3623","A","A","A","A"
"3624","A","A","A","A"
"3625","A","A","A","A"
"3626","A","A","A","A"
"3627","A","A","A","A"
"3628","A","A","A","A"
"3629","A","A","A","A"
"3630","A","A","A","A"
"3631","A","A","A","A"
"3632","A","A","A","A"
"3633","A","A","A","A"
"3634","A","A","A","A"
"3635","A","A","A","A"
"3636","A","A","A","A"
"3637","A","A","A","A"
"3638","A","A","A","A"
"3639","A","A","A","A"
"3640","A","A","A","A"
"3641","A","A","A","A"
"3642","A","A","A","A"
"3643","A","A","A","A"
"3644","A","A","A","A"
"3645","A","A","A","A"
"3646","A","A","A","A"
"3647","A","A","A","A"
"3648","A","A","A","A"
"3649","A","A","A","A"
"3650","A","A","A","A"
"3651","A","A","A","A"
"3652","A","A","A","A"
"3653","A","A","A","A"
"3654","A","A","A","A"
"3655","A","A","A","A"
"3656","A","A","A","A"
"3657","A","A","A","A"
"3658","A","A","A","A"
"3659","A","A","A","A"
"3660","A","A","A","A"
"3661","A","A","A","A"
"3662","A","A","A","A"
"3663","A","A","A","A"
"3664","A","A","A","A"
"3665","A","A","A","A"
"3666","A","A","A","A"
"3667","A","A","A","B"
"3668","A","A","A","A"
"3669","A","A","A","A"
"3670","A","A","A","A"
"3671","A","A","A","A"
"3672","A","A","A","A"
"3673","A","A","A","A"
"3674","A","A","A","A"
"3675","A","A","A","B"
"3676","A","A","A","A"
"3677","A","A","A","A"
"3678","A","A","A","B"
"3679","A","A","A","A"
"3680","A","A","A","B"
"3681","A","A","A","A"
"3682","A","A","A","A"
"3683","A","A","A","A"
"3684","A","A","A","A"
"3685","A","A","A","A"
"3686","A","A","A","A"
"3687","A","A","A","A"
"3688","A","A","A","A"
"3689","A","A","A","A"
"3690","A","A","A","A"
"3691","A","A","A","A"
"3692","A","A","A","A"
"3693","A","A","A","A"
"3694","A","A","A","A"
"3695","A","A","A","A"
"3696","A","A","A","A"
"3697","A","A","A","A"
"3698","A","A","A","A"
"3699","A","A","A","A"
"3700","A","A","A","A"
"3701","A","A","A","A"
"3702","A","A","A","A"
"3703","A","A","A","A"
"3704","A","A","A","A"
"3705","A","A","A","A"
"3706","A","A","A","A"
"3707","A","A","A","A"
"3708","A","A","A","A"
"3709","A","A","A","A"
"3710","A","A","A","B"
"3711","A","A","A","A"
"3712","A","A","A","A"
"3713","A","A","A","A"
"3714","A","A","A","A"
"3715","A","A","A","A"
"3716","A","A","A","A"
"3717","A","A","A","A"
"3718","A","A","A","A"
"3719","A","A","A","A"
"3720","A","A","A","A"
"3721","A","A","A","A"
"3722","A","A","A","A"
"3723","A","A","A","A"
"3724","A","A","A","A"
"3725","A","A","A","A"
"3726","A","A","A","A"
"3727","A","A","A","A"
"3728","A","A","A","A"
"3729","A","A","A","A"
"3730","A","A","A","A"
"3731","A","A","A","A"
"3732","A","A","A","A"
"3733","A","A","A","A"
"3734","A","A","A","A"
"3735","A","A","A","A"
"3736","A","A","A","A"
"3737","A","A","A","A"
"3738","A","A","A","A"
"3739","A","A","A","A"
"3740","A","A","A","A"
"3741","A","A","A","A"
"3742","A","A","A","A"
"3743","A","A","A","A"
"3744","A","A","A","A"
"3745","A","A","A","A"
"3746","A","A","A","A"
"3747","A","A","A","A"
"3748","A","A","A","A"
"3749","A","A","A","A"
"3750","A","A","A","A"
"3751","A","A","A","A"
"3752","A","A","A","A"
"3753","A","A","A","A"
"3754","A","A","A","A"
"3755","A","A","A","A"
"3756","A","A","A","A"
"3757","A","A","A","A"
"3758","A","A","A","A"
"3759","A","A","A","A"
"3760","A","A","A","A"
"3761","A","A","A","A"
"3762","A","A","A","A"
"3763","A","A","A","A"
"3764","A","A","A","A"
"3765","A","A","A","A"
"3766","A","A","A","A"
"3767","A","A","A","A"
"3768","A","A","A","A"
"3769","A","A","A","A"
"3770","A","A","A","A"
"3771","A","A","A","A"
"3772","A","A","A","A"
"3773","A","A","A","A"
"3774","A","A","A","A"
"3775","A","A","A","A"
"3776","A","A","B","B"
"3777","A","A","A","A"
"3778","A","A","A","A"
"3779","A","A","A","A"
"3780","A","A","A","A"
"3781","A","A","A","A"
"3782","A","A","A","A"
"3783","A","A","A","A"
"3784","A","A","A","A"
"3785","A","A","A","A"
"3786","A","A","A","A"
"3787","A","A","A","A"
"3788","A","A","A","A"
"3789","A","A","A","A"
"3790","A","A","A","A"
"3791","A","A","A","A"
"3792","A","A","A","A"
"3793","A","A","A","A"
"3794","A","A","A","A"
"3795","A","A","A","A"
"3796","A","A","A","A"
"3797","A","A","A","A"
"3798","A","A","A","A"
"3799","A","A","A","A"
"3800","A","A","A","A"
"3801","A","A","A","A"
"3802","A","A","A","A"
"3803","A","A","A","A"
"3804","A","A","A","A"
"3805","A","A","A","A"
"3806","A","A","A","A"
"3807","A","A","A","A"
"3808","A","A","A","A"
"3809","A","A","A","A"
"3810","A","A","A","B"
"3811","A","A","A","A"
"3812","A","A","A","A"
"3813","A","A","A","B"
"3814","A","A","A","A"
"3815","A","A","A","A"
"3816","A","A","A","A"
"3817","A","A","A","A"
"3818","A","A","A","A"
"3819","A","A","A","B"
"3820","A","A","A","A"
"3821","A","A","A","B"
"3822","A","A","B","B"
"3823","A","A","B","B"
"3824","A","A","B","B"
"3825","A","A","A","B"
"3826","A","A","B","B"
"3827","A","A","A","B"
"3828","A","A","A","A"
"3829","A","A","A","A"
"3830","A","A","A","A"
"3831","A","A","A","A"
"3832","A","A","A","B"
"3833","A","A","A","A"
"3834","A","A","A","A"
"3835","A","A","A","A"
"3836","A","A","A","A"
"3837","A","A","A","A"
"3838","A","A","A","A"
"3839","A","A","A","A"
"3840","A","A","A","A"
"3841","A","A","A","A"
"3842","A","A","A","A"
"3843","A","A","A","A"
"3844","A","A","A","A"
"3845","A","A","A","A"
"3846","A","A","A","A"
"3847","A","A","A","A"
"3848","A","A","A","B"
"3849","A","A","A","B"
"3850","A","A","A","A"
"3851","A","A","A","A"
"3852","A","A","A","A"
"3853","A","A","A","A"
"3854","A","A","A","A"
"3855","A","A","A","A"
"3856","A","A","A","A"
"3857","A","A","A","A"
"3858","A","A","A","A"
"3859","A","A","A","A"
"3860","A","A","A","A"
"3861","A","A","A","A"
"3862","A","A","A","A"
"3863","A","A","A","A"
"3864","A","A","A","A"
"3865","A","A","A","A"
"3866","A","A","A","A"
"3867","A","A","A","A"
"3868","A","A","A","A"
"3869","A","A","A","A"
"3870","A","A","A","A"
"3871","A","A","A","A"
"3872","A","A","A","A"
"3873","A","A","A","A"
"3874","A","A","A","A"
"3875","A","A","A","A"
"3876","A","A","A","A"
"3877","A","A","A","A"
"3878","A","A","A","A"
"3879","A","A","A","A"
"3880","A","A","A","A"
"3881","A","A","A","A"
"3882","A","A","A","A"
"3883","A","A","A","A"
"3884","A","A","A","B"
"3885","A","A","A","A"
"3886","A","A","A","B"
"3887","A","A","A","B"
"3888","A","A","A","B"
"3889","A","A","A","A"
"3890","A","A","A","A"
"3891","A","A","A","A"
"3892","A","A","A","B"
"3893","A","A","A","A"
"3894","A","A","A","A"
"3895","A","A","A","A"
"3896","A","A","A","A"
"3897","A","A","A","A"
"3898","A","A","A","A"
"3899","A","A","A","A"
"3900","A","A","A","B"
"3901","A","A","A","A"
"3902","A","A","A","A"
"3903","A","A","A","A"
"3904","A","A","A","A"
"3905","A","A","A","A"
"3906","A","A","A","A"
"3907","A","A","A","A"
"3908","A","A","A","A"
"3909","A","A","A","A"
"3910","A","A","A","A"
"3911","A","A","A","A"
"3912","A","A","A","A"
"3913","A","A","A","A"
"3914","A","A","A","A"
"3915","A","A","A","A"
"3916","A","A","A","A"
"3917","A","A","A","A"
"3918","A","A","A","A"
"3919","A","A","A","A"
"3920","A","A","A","A"
"3921","A","A","A","A"
"3922","A","A","A","A"
"3923","A","A","A","A"
"3924","A","A","A","A"
"3925","A","A","A","A"
"3926","A","A","A","A"
"3927","A","A","A","A"
"3928","A","A","A","A"
"3929","A","A","A","A"
"3930","A","A","A","A"
"3931","A","A","A","A"
"3932","A","A","A","B"
"3933","A","A","A","A"
"3934","A","A","A","A"
"3935","A","A","A","A"
"3936","A","A","A","A"
"3937","A","A","A","A"
"3938","A","A","A","A"
"3939","A","A","A","A"
"3940","A","A","A","A"
"3941","A","A","A","A"
"3942","A","A","A","A"
"3943","A","A","A","A"
"3944","A","A","A","A"
"3945","A","A","D","A"
"3946","A","A","A","A"
"3947","A","A","A","A"
"3948","A","A","A","A"
"3949","A","A","A","A"
"3950","A","A","A","A"
"3951","A","A","A","A"
"3952","A","A","A","A"
"3953","A","A","A","A"
"3954","A","A","A","A"
"3955","A","A","A","A"
"3956","A","A","A","A"
"3957","A","A","A","A"
"3958","A","A","A","A"
"3959","A","A","A","A"
"3960","A","A","A","A"
"3961","A","A","A","A"
"3962","A","A","A","A"
"3963","A","A","A","A"
"3964","A","A","A","A"
"3965","A","A","C","A"
"3966","A","A","A","A"
"3967","A","A","A","A"
"3968","A","A","A","A"
"3969","A","A","A","A"
"3970","A","A","A","A"
"3971","A","A","A","A"
"3972","A","A","A","A"
"3973","A","A","A","A"
"3974","A","A","A","A"
"3975","A","A","A","A"
"3976","A","A","A","A"
"3977","A","A","A","A"
"3978","A","A","A","A"
"3979","A","A","A","A"
"3980","A","A","A","A"
"3981","A","A","A","A"
"3982","A","A","A","A"
"3983","A","A","A","A"
"3984","A","A","A","A"
"3985","A","A","A","A"
"3986","A","A","A","A"
"3987","A","A","A","A"
"3988","A","A","A","A"
"3989","A","A","A","A"
"3990","A","A","A","A"
"3991","A","A","A","A"
"3992","A","A","A","A"
"3993","A","A","A","A"
"3994","A","A","A","A"
"3995","A","A","A","A"
"3996","A","A","A","A"
"3997","A","A","A","A"
"3998","A","A","A","A"
"3999","A","A","A","A"
"4000","A","A","A","A"
"4001","A","A","A","A"
"4002","A","A","A","A"
"4003","A","A","A","A"
"4004","A","A","A","A"
"4005","A","A","A","A"
"4006","A","A","A","A"
"4007","A","A","A","A"
"4008","A","A","A","A"
